paper_id,title,authors,year,venue,doi,peer_reviewed,category,subcategory,relevance_to_my_phd,research_problem,method,network_layer,ai_method,optimization_method,evaluation_quality,reproducibility_quality,potential_followup,source_url
E51,TelecomGPT-R1: A Unified Open-Source Reasoner for the Telecom Domain,NA,2026,arXiv preprint,NA,No,LLM fine-tuning / compression for networking,LLM fine-tuning/compression for networking,LOW,NA,Two-stage: LoRA-SFT (r=128) then GRPO/DAPO reinforcement post-training,NA,LLM,NA,WEAK,STRONG,NA,https://arxiv.org/abs/2608.26126
O42,"Advanced End-to-End Intent-Driven Dynamic Network Slicing: Challenges, Solutions, and Implementation",NA,2025,IEEE (IEEE Xplore document 11219256),NA,Yes,NA,Network/service orchestration,HIGH,End-to-end intent-driven slicing is an active 2025-2026 direction; SLA-scored assurance remains the weak point.,NA,"End-to-end (RAN, transport, core)",NA,NA,WEAK,WEAK,End-to-end intent-driven slicing is an active 2025-2026 direction; SLA-scored assurance remains the weak point.,https://ieeexplore.ieee.org/abstract/document/11219256
F47,NRflex: Enforcing network slicing in 5G New Radio,Karim Boutiba; Adlen Ksentini; Bouziane Brik; Yacine Challal; Amar Balla,2022,Computer Communications,10.1016/j.comcom.2021.09.034,Yes,NA,RAN slice resource control (NR BWP/numerology),HIGH,"Dynamically assign bandwidth parts and numerologies to running 5G NR slices such that each slice's QoS requirement (URLLC latency, eMBB throughput) is met while minimising PRBs consumed.",Additive-increase control law for BWP size plus deadline-aware pre-processors and a BWP multiplexer; no learning,RAN (MAC / NR physical) with O-RAN control,LLM,Heuristic control rules (explicitly not RL - the paper states there is no reward function),STRONG,MODERATE,A concrete example of RIC-driven slice resource control with a fixed control law. Replacing the rule with a learned or LLM-planned policy - and scoring the slice SLA outcome - is a natural next step.,https://doi.org/10.1016/j.comcom.2021.09.034
F48,Power Consumption-Aware 5G Edge UPF Selection using Deep Reinforcement Learning,Arturo Bellin; Nicola Di Cicco; Daniele Munaretto; Fabrizio Granelli,2024,IEEE Conference on Network Function Virtualization and Software Defined Networks (NFV-SDN),10.1109/NFV-SDN61811.2024.10807472,Yes,NA,5G core user-plane (UPF) selection,HIGH,"UPF selection at PDU session establishment in an edge-cloud 5G core, minimising system power consumption while meeting latency and bandwidth requirements.",Deep reinforcement learning policy for the PDU session allocation problem,"5G core (user plane), edge-cloud",Agent; DRL,DRL,STRONG,MODERATE,"UPF selection is optimised for energy in isolation; joint UPF selection, scaling and per-flow scheduling under slice/SLA objectives - and coordination with an orchestrator - remains open.",https://doi.org/10.1109/NFV-SDN61811.2024.10807472
F49,Dynamic Energy-Efficient User Plane Function Selection in 5G Networks,Afshar Borji; Roberto Bruschi; Paolo Costa; Alfio Lombardo,2025,IFIP Networking Conference,NA,Yes,NA,5G core user-plane (UPF) selection,HIGH,Energy-efficient dynamic UPF selection in 5G networks using traffic prediction.,LSTM-based traffic predictor combined with a utility-based selection function (explicitly not DRL),5G core (user plane),DRL,NA,WEAK,MODERATE,Energy-aware UPF selection with prediction is emerging; integrating it with orchestrator-level slice objectives is open.,https://networking.ifip.org
F50,Satisfying Network Slicing Constraints via 5G MAC Scheduling,Marco Mandelli; Jeffrey G. Andrews; Sem Borst; Siegfried Klein,2019,IEEE INFOCOM,10.1109/INFOCOM.2019.8737604,Yes,NA,RAN MAC scheduling with slice constraints,MEDIUM,How can a 5G MAC scheduler satisfy per-slice constraints while remaining efficient?,Slice-constraint-aware MAC scheduling,RAN (MAC layer) with slicing constraints,NA,NA,WEAK,MODERATE,Confirms the RAN scheduling / slice-constraint problem is well studied at the MAC layer; the coupling to core-side QoS-flow handling remains absent.,https://doi.org/10.1109/INFOCOM.2019.8737604
F51,On Deep Reinforcement Learning for Traffic Steering Intelligent O-RAN,Fatemeh Kavehmadavani; Van-Dinh Nguyen; Thang X. Vu; Symeon Chatzinotas,2023,IEEE Globecom Workshops,10.1109/GCWkshps58843.2023.10464606,Yes,NA,"O-RAN traffic steering (non-RT RIC, DRL)",HIGH,Intelligent traffic steering in O-RAN using deep reinforcement learning.,Double Deep Q-Network at the non-RT RIC plus a heuristic/ML/convex-optimisation pipeline,O-RAN (traffic steering),LLM; Agent; DRL,DRL + convex optimisation,STRONG,MODERATE,"Shows a DRL traffic-steering policy can live at the non-RT RIC, which is exactly where an LLM planner would sit - but the two are not combined.",https://doi.org/10.1109/GCWkshps58843.2023.10464606
F52,Federated Meta-Learning for Traffic Steering in O-RAN,Hakan Erdol; Xiaoyang Wang; Peizheng Li; Jonathan Thomas; Robert Piechocki; George Oikonomou; Rui Maciel; Pedro Conceicao; Atta Ul Quddus; Dariush Salami,2022,IEEE Vehicular Technology Conference (VTC2022-Fall),10.1109/VTC2022-Fall57202.2022.10012789,Yes,NA,O-RAN traffic steering (federated meta-RL),HIGH,Traffic steering in O-RAN when data is distributed and environments differ across cells.,Reptile meta-learning + DQN across five federated agents,O-RAN (traffic steering),Agent; DRL,NA,WEAK,MODERATE,Federated learning is a credible answer to multi-domain data governance for network agents; combining it with orchestrator-level objectives is open.,https://doi.org/10.1109/VTC2022-Fall57202.2022.10012789
F53,LEARNET: Reinforcement Learning Based Flow Scheduling for Asynchronous Deterministic Networks,Authors per the paper,2020,IEEE International Conference on Communications (ICC),NA,Yes,NA,Deterministic networking flow scheduling (revenue),HIGH,Schedule flows in asynchronous deterministic networks so that delay constraints are met while maximising revenue.,"Reinforcement learning (NOTE: no RL algorithm is ever named anywhere in the paper, per the extraction report)",Transport (asynchronous deterministic networking),DRL,NA,WEAK,MODERATE,Revenue-oriented flow scheduling shows business objectives can drive scheduling - a precursor to SLA-aware scheduling - but with a single weak baseline.,https://aaltodoc.aalto.fi
F54,LiveStream Meta-DAMS: Multipath Scheduler Using Hybrid Meta Reinforcement Learning,Authors per the paper,2025,IEEE Transactions on Cognitive Communications and Networking,10.1109/TCCN.2024.3502512,Yes,NA,Multipath scheduling for live video,HIGH,Meta-RL for multipath scheduling shows adaptation is being pursued; application-level QoE objectives still do not connect to network-level SLA objectives.,NA,Multipath transport for live video,DRL,NA,WEAK,MODERATE,Meta-RL for multipath scheduling shows adaptation is being pursued; application-level QoE objectives still do not connect to network-level SLA objectives.,https://doi.org/10.1109/TCCN.2025.3583193
F55,User Plane Function (UPF) Allocation for C-V2X Network Using Deep Reinforcement Learning,Authors per the paper,2025,IEEE Access,10.1109/ACCESS.2024.3524886,Yes,NA,5G core user-plane (UPF) allocation for C-V2X,HIGH,Allocate UPF instances for C-V2X traffic to improve latency performance.,Deep reinforcement learning,5G core (user plane) for C-V2X,Agent; DRL,NA,WEAK,MODERATE,UPF allocation for vehicular traffic is a concrete 5G-core DRL application; the negative result against a strong greedy baseline is a warning for DRL-centric proposals.,https://doi.org/10.1109/ACCESS.2024.3524886
F56,Scaling UPF Instances in 5G/6G Core With Deep Reinforcement Learning,Hai T. Nguyen; Tien Van Do; Csaba Rotter,2021,IEEE Access,10.1109/ACCESS.2021.3135315,Yes,NA,5G core user-plane (UPF) autoscaling,HIGH,Autoscale UPF instances in response to traffic demand.,Deep reinforcement learning (PPO) with an SVM-based classifier comparison,5G core (user plane scaling),Agent; DRL,NA,WEAK,MODERATE,Autoscaling the user plane is a natural orchestration action; the weak baseline set means the true benefit of learning here is unknown.,https://doi.org/10.1109/ACCESS.2021.3135315
M48,BEMA: A bandwidth-efficient multipath scheduling algorithm,Authors per the paper,NA,IEEE (venue to be confirmed),NA,Yes,NA,Multipath transport and scheduling,MEDIUM,A bandwidth-efficiency-oriented scheduler in the classical heuristic line; no learning and no network-level objective.,NA,Sender-side multipath scheduler,NA,NA,WEAK,MODERATE,A bandwidth-efficiency-oriented scheduler in the classical heuristic line; no learning and no network-level objective.,NA
M49,SATO: multipath scheduling (title and venue to be confirmed),Authors per the paper,NA,To be confirmed,NA,Yes,NA,Multipath transport and scheduling,MEDIUM,Unverified; retained in the record set so it is not silently omitted.,NA,Sender-side scheduler,No AI method,NA,MODERATE,MODERATE,Unverified; retained in the record set so it is not silently omitted.,NA
M50,Multipath TCP Meets Reinforcement Learning: A Novel Energy-Efficient Scheduling Approach in Heterogeneous Wireless Networks,Authors per the paper,2023,IEEE Wireless Communications,10.1109/MWC.013.2100658,Yes,NA,Multipath transport and scheduling,HIGH,Energy is a first-class 6G objective; an orchestrator-level energy objective driving multipath path-set selection is not addressed here.,NA,Sender-side MPTCP scheduler,DRL,NA,WEAK,MODERATE,Energy is a first-class 6G objective; an orchestrator-level energy objective driving multipath path-set selection is not addressed here.,https://doi.org/10.1109/MWC.013.2100658
F57,A Joint Flow Scheduling Scheme for the Uplink of 5G-TSN in Industrial Internet of Things Systems,Authors per the paper,2026,IEEE Transactions on Cognitive Communications and Networking,10.1109/TCCN.2025.3583193,Yes,NA,5G-TSN joint uplink flow scheduling,LOW,Joint scheduling of uplink flows across 5G and TSN segments in industrial IoT.,Joint flow scheduling scheme (algorithms per the paper),Industrial 5G + TSN (uplink),NA,NA,WEAK,WEAK,Reinforces that 5G-TSN scheduling occupies several disjoint sub-niches without head-to-head benchmarking.,https://doi.org/10.1109/TCCN.2025.3583193
